199;industrial_complex;1863.00;9.70;2986.00;2.13;0
199;industrial_complex;1867.00;9.70;2926.00;6.25;0
199;industrial_complex;1801.00;9.70;3011.00;1.18;0
199;industrial_complex;1851.00;9.70;2960.00;4.20;0
199;industrial_complex;1855.00;9.70;2955.00;0.58;0
199;industrial_complex;1835.00;9.70;3001.00;4.70;0
199;air_base;1879.00;9.70;2950.00;5.91;0
199;supply_node;1805.00;9.70;3003.00;2.22;0
199;supply_node;1889.00;9.70;2963.00;5.16;0
199;supply_node;1862.00;9.70;2963.00;0.35;0
199;supply_node;1842.00;9.70;3007.00;4.39;0
199;supply_node;1823.00;9.70;2991.00;1.04;0
199;supply_node;1843.00;9.70;2940.00;2.53;0
199;supply_node;1882.00;9.70;2982.00;0.28;0
199;supply_node;1848.00;9.70;2982.00;1.76;0
199;supply_node;1837.00;9.70;2962.00;4.69;0
199;supply_node;1870.00;9.70;2939.00;1.00;0
199;bunker;1824.00;9.70;2994.00;4.86;0
199;bunker;1836.00;9.70;2971.00;0.14;0
199;bunker;1851.00;9.70;2956.00;2.80;0
199;bunker;1807.00;9.70;2993.00;0.65;0
199;bunker;1846.00;9.70;2977.00;3.31;0
199;bunker;1871.00;9.70;2968.00;4.87;0
199;bunker;1832.00;9.70;3006.00;2.71;0
199;bunker;1864.00;9.70;2948.00;5.37;0
199;bunker;1867.00;9.70;2966.00;1.75;0
199;bunker;1891.00;9.70;2966.00;3.32;0
199;anti_air_building;1884.00;9.70;2968.00;1.16;0
199;anti_air_building;1812.00;9.70;2986.00;2.36;0
199;anti_air_building;1892.00;9.70;2978.00;5.38;0
199;synthetic_refinery;1841.00;9.70;3011.00;1.76;0
199;fuel_silo;1807.00;9.70;3002.00;4.43;0
199;radar_station;1847.00;9.70;2972.00;0.77;0
199;rocket_site;1838.00;9.70;2940.00;3.83;0
199;nuclear_reactor;1862.00;9.70;2967.00;0.21;0
42;arms_factory;1903.00;12.90;1259.00;5.09;0
42;arms_factory;1944.00;11.62;1088.00;2.93;0
42;arms_factory;1907.00;11.60;1276.00;4.49;0
42;arms_factory;2023.00;13.18;1163.00;0.87;0
42;arms_factory;1892.00;14.88;1263.00;3.54;0
42;arms_factory;1912.00;15.60;1221.00;1.38;0
43;arms_factory;2076.00;11.35;1148.00;4.49;0
43;arms_factory;2100.00;9.70;1140.00;0.87;0
43;arms_factory;2058.00;10.60;1181.00;3.54;0
43;arms_factory;2120.00;12.05;1098.00;1.38;0
43;arms_factory;2134.00;9.70;1093.00;2.93;0
43;arms_factory;2083.00;9.90;1157.00;5.60;0
44;arms_factory;2117.00;9.70;964.00;3.54;0
44;arms_factory;2083.00;9.70;1040.00;1.38;0
44;arms_factory;2178.00;12.12;1027.00;2.93;0
44;arms_factory;2137.00;10.43;930.00;5.60;0
44;arms_factory;2126.00;10.07;900.00;3.44;0
44;arms_factory;2000.00;11.80;1085.00;6.11;0
45;arms_factory;1800.00;9.70;863.00;2.93;0
45;arms_factory;1795.00;14.70;947.00;5.60;0
45;arms_factory;1927.00;12.90;856.00;3.44;0
45;arms_factory;1906.00;15.65;907.00;6.11;0
45;arms_factory;1849.00;11.03;961.00;1.38;0
45;arms_factory;1921.00;10.60;838.00;4.05;0
46;arms_factory;2070.00;9.70;927.00;6.11;0
46;arms_factory;1964.00;9.82;937.00;1.38;0
46;arms_factory;2032.00;9.70;909.00;4.05;0
46;arms_factory;2037.00;11.70;868.00;1.88;0
46;arms_factory;1997.00;9.70;938.00;1.99;0
46;arms_factory;1977.00;9.70;942.00;6.11;0
47;arms_factory;1898.00;13.05;948.00;4.05;0
47;arms_factory;1936.00;11.40;1074.00;1.88;0
47;arms_factory;1830.00;14.32;1039.00;1.99;0
47;arms_factory;1967.00;10.78;1012.00;6.11;0
47;arms_factory;1970.00;10.15;1009.00;2.49;0
47;arms_factory;1893.00;15.70;926.00;5.16;0
48;arms_factory;2238.00;11.20;1302.00;1.99;0
48;arms_factory;2193.00;9.78;1348.00;6.11;0
48;arms_factory;2086.00;10.40;1307.00;2.49;0
48;arms_factory;2194.00;9.70;1306.00;5.16;0
48;arms_factory;2189.00;9.70;1315.00;0.43;0
48;arms_factory;2059.00;9.70;1235.00;4.56;0
49;arms_factory;2482.00;12.12;1414.00;2.49;0
49;arms_factory;2443.00;9.70;1371.00;5.16;0
49;arms_factory;2509.00;9.70;1359.00;0.43;0
49;arms_factory;2448.00;9.70;1379.00;4.56;0
49;arms_factory;2533.00;9.75;1273.00;0.94;0
49;arms_factory;2506.00;9.70;1348.00;3.60;0
50;arms_factory;2388.00;9.80;1341.00;0.43;0
50;arms_factory;2277.00;12.15;1305.00;4.56;0
50;arms_factory;2267.00;13.35;1304.00;0.94;0
50;arms_factory;2362.00;9.70;1318.00;3.60;0
50;arms_factory;2313.00;12.23;1401.00;0.34;0
50;arms_factory;2281.00;10.00;1401.00;3.00;0
51;arms_factory;2697.00;10.78;1429.00;0.94;0
51;arms_factory;2708.00;11.07;1431.00;3.60;0
51;arms_factory;2718.00;9.75;1366.00;0.34;0
51;arms_factory;2644.00;9.70;1387.00;3.00;0
51;arms_factory;2657.00;9.70;1389.00;5.67;0
51;arms_factory;2720.00;10.48;1417.00;2.05;0
52;arms_factory;3258.00;9.70;1486.00;0.34;0
52;arms_factory;3219.00;9.93;1505.00;3.00;0
52;arms_factory;3236.00;9.70;1460.00;5.67;0
52;arms_factory;3150.00;9.70;1493.00;2.05;0
52;arms_factory;3096.00;9.70;1540.00;5.06;0
52;arms_factory;3168.00;9.70;1515.00;6.28;0
53;arms_factory;2782.00;9.70;1360.00;5.67;0
53;arms_factory;2816.00;9.70;1430.00;2.05;0
53;arms_factory;2758.00;9.75;1378.00;5.06;0
53;arms_factory;2892.00;9.70;1340.00;6.28;0
53;arms_factory;2816.00;9.70;1387.00;4.12;0
53;arms_factory;2745.00;11.80;1444.00;0.50;0
54;arms_factory;3002.00;9.70;1573.00;5.06;0
54;arms_factory;3054.00;9.78;1713.00;6.28;0
54;arms_factory;3106.00;10.53;1606.00;4.12;0
54;arms_factory;3064.00;9.73;1676.00;0.50;0
54;arms_factory;3124.00;9.93;1566.00;2.05;0
54;arms_factory;3038.00;9.80;1581.00;6.18;0
55;arms_factory;2989.00;9.82;1378.00;4.12;0
55;arms_factory;2943.00;9.82;1401.00;0.50;0
55;arms_factory;3023.00;9.70;1469.00;2.05;0
55;arms_factory;3076.00;9.70;1452.00;6.18;0
55;arms_factory;3092.00;9.70;1431.00;2.56;0
55;arms_factory;3087.00;9.70;1445.00;4.12;0
56;arms_factory;2876.00;9.70;1226.00;2.05;0
56;arms_factory;2877.00;9.70;1200.00;6.18;0
56;arms_factory;2855.00;9.70;1195.00;2.56;0
56;arms_factory;2852.00;9.70;1186.00;4.12;0
56;arms_factory;2868.00;9.70;1225.00;0.50;0
56;arms_factory;2862.00;9.70;1221.00;4.62;0
57;arms_factory;3483.00;10.68;1425.00;4.12;0
57;arms_factory;3524.00;10.35;1426.00;0.50;0
57;arms_factory;3505.00;9.70;1458.00;4.62;0
57;arms_factory;3537.00;11.45;1380.00;5.83;0
57;arms_factory;3573.00;14.50;1389.00;2.56;0
57;arms_factory;3500.00;10.12;1426.00;5.23;0
58;arms_factory;3570.00;9.70;1341.00;4.62;0
58;arms_factory;3241.00;10.03;1279.00;5.83;0
58;arms_factory;3253.00;9.70;1248.00;2.56;0
58;arms_factory;3343.00;11.90;1172.00;5.23;0
58;arms_factory;3340.00;10.23;1197.00;1.61;0
58;arms_factory;3558.00;12.12;1351.00;4.28;0
59;arms_factory;3389.00;9.70;1359.00;2.56;0
59;arms_factory;3367.00;12.00;1342.00;5.23;0
59;arms_factory;3398.00;12.10;1332.00;1.61;0
59;arms_factory;3340.00;10.82;1329.00;4.28;0
59;arms_factory;3415.00;11.85;1322.00;1.01;0
59;arms_factory;3366.00;9.90;1316.00;5.13;0
60;arms_factory;2915.00;9.70;1086.00;1.61;0
60;arms_factory;2851.00;9.82;1047.00;4.28;0
60;arms_factory;2886.00;9.70;1091.00;1.01;0
60;arms_factory;2937.00;12.18;1065.00;5.13;0
60;arms_factory;2903.00;9.70;1085.00;0.06;0
60;arms_factory;2851.00;9.78;1043.00;4.18;0
61;arms_factory;3123.00;10.48;1090.00;1.01;0
61;arms_factory;3203.00;10.05;1146.00;5.13;0
61;arms_factory;3155.00;9.70;1202.00;0.06;0
61;arms_factory;3199.00;9.70;1196.00;4.18;0
61;arms_factory;3149.00;10.50;1119.00;5.74;0
61;arms_factory;3008.00;11.05;1090.00;2.12;0
62;arms_factory;2624.00;9.70;1093.00;0.06;0
62;arms_factory;2780.00;9.98;1188.00;4.18;0
62;arms_factory;2835.00;9.70;913.00;5.74;0
62;arms_factory;2857.00;9.78;952.00;2.12;0
62;arms_factory;2853.00;11.60;730.00;4.79;0
62;arms_factory;2844.00;11.85;727.00;1.52;0
63;arms_factory;2753.00;9.70;214.00;5.74;0
63;arms_factory;2771.00;9.70;211.00;2.12;0
63;arms_factory;2764.00;9.70;208.00;4.79;0
63;arms_factory;2754.00;9.70;202.00;1.52;0
63;arms_factory;2762.00;9.75;223.00;2.73;0
63;arms_factory;2764.00;9.70;217.00;0.57;0
64;arms_factory;3550.00;9.70;3553.00;4.79;0
64;arms_factory;3557.00;9.70;3561.00;1.52;0
64;arms_factory;3538.00;9.70;3564.00;2.73;0
64;arms_factory;3515.00;9.70;3567.00;0.57;0
64;arms_factory;3544.00;9.70;3543.00;3.24;0
64;arms_factory;3561.00;9.70;3548.00;4.79;0
65;arms_factory;3340.00;11.62;836.00;2.73;0
65;arms_factory;3451.00;11.73;766.00;0.57;0
65;arms_factory;3229.00;9.70;703.00;3.24;0
65;arms_factory;3205.00;9.70;865.00;4.79;0
65;arms_factory;3248.00;13.07;742.00;2.63;0
65;arms_factory;3138.00;9.70;861.00;5.30;0
